RECORD_ID,MSISDN,IMSI,IMEI,PRIVATE_IP,PUBLIC_IP,DEST_IP,DEST_PORT,APP_TYPE,START_TIME,END_TIME,DATA_UP,DATA_DOWN,CELL_ID,B_PARTY_MSISDN,SESSION_DURATION,LAT,LON
REC_000737,918685828255,40594910500043,784542389706756,192.168.235.70,16.50.236.186,196.129.237.172,993,IMAPS,2025-08-22 00:35:00.963175,2025-08-22 00:45:17.963175,47241,95274,CELL_0044,,617,28.375586782981564,77.60951225252357
REC_000738,918030682561,40575201517052,831496796826833,192.168.190.35,84.230.91.38,128.131.40.207,5223,WhatsApp,2025-08-23 14:41:00.963175,2025-08-23 14:48:29.963175,25332,57890,CELL_0016,,449,28.34479623701496,76.79146811254346
REC_000739,919713217252,40527870899667,712369868152600,192.168.91.36,155.219.181.193,176.107.188.245,443,HTTPS/Skype,2025-08-16 00:26:00.963175,2025-08-16 01:11:24.963175,33180,175719,CELL_0045,919337353022,2724,28.585455935802354,76.98210958799186
REC_000740,919454821392,40546243651015,134375631512549,192.168.101.26,50.3.158.219,91.72.197.218,5223,WhatsApp,2025-08-14 01:30:00.963175,2025-08-14 02:25:29.963175,3004,128899,CELL_0036,,3329,28.64571280059177,77.02849933430808
REC_000741,917404149892,40522740172599,818591725653883,192.168.248.238,253.234.71.194,109.37.115.14,22,SSH,2025-08-05 23:38:00.963175,2025-08-05 23:39:31.963175,43508,124543,CELL_0026,,91,28.813637557523638,77.15831067345638
REC_000742,919638452758,40551859346292,534868916647866,192.168.39.10,74.166.153.137,172.187.16.199,1935,Facebook,2025-08-23 06:41:00.963175,2025-08-23 06:47:42.963175,31591,88529,CELL_0046,,402,28.16679588249113,77.58706109605491
REC_000743,917884943392,40587392184528,231332867344059,192.168.226.157,209.238.178.109,16.50.236.186,21,FTP,2025-08-23 06:29:00.963175,2025-08-23 06:29:47.963175,15189,149448,CELL_0046,,47,29.037758823429485,77.07602576065543
REC_000744,918764511339,40557867682454,866366157857686,192.168.154.63,23.62.177.130,19.25.109.235,22,SSH,2025-08-18 15:46:00.963175,2025-08-18 16:44:54.963175,14776,42091,CELL_0020,,3534,28.855880879929316,77.04888951541062
REC_000745,918389720476,40563411825184,406112654931186,192.168.225.214,220.51.110.67,254.181.5.187,21,FTP,2025-08-11 09:27:00.963175,2025-08-11 10:13:18.963175,31533,14957,CELL_0043,,2778,28.604569675368573,77.24900005032767
REC_000746,919984161007,40545046476601,168071790849498,192.168.120.228,92.179.196.200,134.62.240.249,25,SMTP,2025-08-15 03:15:00.963175,2025-08-15 03:54:46.963175,16581,148123,CELL_0041,,2386,28.553139245928477,76.93590476137163
REC_000747,918030682561,40573851261530,686059778696748,192.168.178.250,159.104.125.96,27.177.95.50,80,HTTP,2025-08-27 10:23:00.963175,2025-08-27 10:25:09.963175,41999,147553,CELL_0032,,129,29.083980714968405,77.52207936356766
REC_000748,918442313267,40596353375230,632003297209643,192.168.230.204,218.243.2.32,61.221.116.151,80,HTTP,2025-08-16 06:53:00.963175,2025-08-16 07:08:35.963175,8814,73510,CELL_0052,917452190524,935,28.674501670629986,77.32043369022695
REC_000749,918893922290,40548471162585,431533146535829,192.168.155.125,226.216.13.100,180.155.119.152,5223,WhatsApp,2025-07-31 00:26:00.963175,2025-07-31 01:19:26.963175,18087,93517,CELL_0006,917280305443,3206,28.753077704649414,77.59716533407422
REC_000750,918080785702,40512173184289,528980251541162,192.168.151.61,140.243.45.49,57.135.155.38,80,HTTP,2025-07-31 05:43:00.963175,2025-07-31 06:01:31.963175,29652,93271,CELL_0020,,1111,28.342874957126245,77.0707133796159
REC_000751,919607827695,40512892530511,225272922452221,192.168.134.38,209.238.178.109,133.156.177.90,1935,Facebook,2025-08-12 06:19:00.963175,2025-08-12 07:12:25.963175,10863,139081,CELL_0096,918618784046,3205,28.499866478658607,77.34014130254886
REC_000752,918442313267,40584454979629,774360139345178,192.168.202.27,127.248.210.42,187.136.63.40,5223,WhatsApp,2025-08-15 00:20:00.963175,2025-08-15 00:33:05.963175,11410,105217,CELL_0087,,785,28.60832001239411,77.35359244343822
REC_000753,919599996959,40593251675030,514855211167893,192.168.114.51,39.231.163.88,74.166.153.137,21,FTP,2025-08-24 10:52:00.963175,2025-08-24 11:19:11.963175,16595,179500,CELL_0054,918618784046,1631,28.603944043773243,76.90533687319379
REC_000754,917636365899,40514478138157,412322918070533,192.168.235.70,122.219.181.10,153.118.32.34,1935,Facebook,2025-08-15 22:31:00.963175,2025-08-15 23:02:34.963175,44135,184261,CELL_0043,,1894,28.902920259491435,77.56277975573072
REC_000755,917128609640,40525341328404,271752963858401,192.168.120.228,244.161.106.8,139.155.247.210,80,HTTP,2025-08-18 21:16:00.963175,2025-08-18 21:23:06.963175,19878,175944,CELL_0081,,426,28.26240544321661,76.87564393362929
REC_000756,917128609640,40576197192288,809921367633260,192.168.89.246,104.133.19.64,73.251.200.247,5223,WhatsApp,2025-08-02 04:51:00.963175,2025-08-02 04:52:55.963175,42892,77213,CELL_0046,,115,28.910018110962724,76.79787672286788
REC_000757,917279281688,40535414246118,616847759243253,192.168.226.157,57.135.155.38,244.211.10.151,21,FTP,2025-07-30 13:15:00.963175,2025-07-30 13:48:55.963175,47578,143757,CELL_0005,,2035,28.766318376035272,77.47931719125963
REC_000758,918389720476,40576804375822,474864114814947,192.168.104.73,60.147.203.65,136.185.175.147,22,SSH,2025-08-23 14:16:00.963175,2025-08-23 15:05:45.963175,48410,99674,CELL_0032,,2985,29.039832430457366,77.1959008470016
REC_000759,919607827695,40516488383070,950228753984198,192.168.91.36,217.116.196.66,14.122.49.171,80,HTTP,2025-08-24 05:26:00.963175,2025-08-24 06:05:50.963175,40227,141421,CELL_0074,,2390,28.500454037584785,77.62433390313892
REC_000760,917161136344,40590027794089,442876144570865,192.168.69.158,91.72.197.218,181.221.191.133,1935,Facebook,2025-08-01 09:51:00.963175,2025-08-01 10:35:53.963175,11478,7940,CELL_0096,,2693,29.03325750742544,77.61438759197071
REC_000761,919329185981,40536034835676,785081150918934,192.168.226.157,182.229.155.160,253.234.71.194,443,HTTPS/Skype,2025-08-24 00:46:00.963175,2025-08-24 01:17:48.963175,10982,176758,CELL_0084,919607827695,1908,28.673328052641686,76.95366926036301
REC_000762,917452190524,40529321379943,924290131213909,192.168.102.67,81.121.200.105,152.220.239.141,22,SSH,2025-08-11 11:34:00.963175,2025-08-11 11:38:46.963175,37592,41629,CELL_0033,918764694871,286,28.58774198881913,77.11880270020767
REC_000763,917478483262,40561445004504,934235011948218,192.168.128.201,132.231.92.171,160.189.158.81,21,FTP,2025-07-28 14:23:00.963175,2025-07-28 14:48:45.963175,33681,158211,CELL_0090,,1545,28.466167408388984,76.82850543251836
REC_000764,917884943392,40533375225406,759141947780313,192.168.91.36,206.206.255.205,136.185.175.147,443,HTTPS/Skype,2025-07-31 23:56:00.963175,2025-08-01 00:37:25.963175,16550,97739,CELL_0040,,2485,28.470275864188533,77.63812278514511
REC_000765,918080785702,40596207848518,228771269235383,192.168.153.142,153.243.46.98,213.174.232.110,443,HTTPS/Skype,2025-08-05 12:42:00.963175,2025-08-05 12:57:08.963175,49288,92383,CELL_0056,,908,28.959279373954878,77.52399996511764
REC_000766,919329185981,40555549563212,278195467654833,192.168.15.172,202.88.134.120,80.211.42.223,25,SMTP,2025-08-20 14:43:00.963175,2025-08-20 15:17:13.963175,20708,46003,CELL_0100,,2053,29.110137830723133,77.52401499025814
REC_000767,918030682561,40584668999972,155555659533478,192.168.38.245,155.58.49.227,60.147.203.65,25,SMTP,2025-08-04 17:39:00.963175,2025-08-04 17:45:04.963175,8532,114611,CELL_0085,,364,28.908908216717652,77.05474939011042
REC_000768,918875868182,40542679648277,221079685931833,192.168.77.113,225.161.62.43,27.177.95.50,5223,WhatsApp,2025-08-24 16:43:00.963175,2025-08-24 17:24:19.963175,28196,89677,CELL_0059,,2479,28.7818200953639,76.72264911422567
REC_000769,917279281688,40540485705363,827154586749471,192.168.134.38,119.110.185.176,114.254.155.80,25,SMTP,2025-08-13 14:03:00.963175,2025-08-13 14:34:29.963175,14470,95164,CELL_0082,918685828255,1889,28.53938088655325,77.30776542132082
REC_000770,917128609640,40590579954237,489892278043990,192.168.130.146,206.206.255.205,71.179.70.132,443,HTTPS/Skype,2025-08-15 19:41:00.963175,2025-08-15 20:29:36.963175,39792,153387,CELL_0035,917161136344,2916,28.95834095987767,77.60360530575515
REC_000771,918373757683,40522986277162,362052891666896,192.168.207.166,23.62.177.130,112.180.104.222,443,HTTPS/Skype,2025-08-05 06:13:00.963175,2025-08-05 06:53:52.963175,13526,96012,CELL_0015,,2452,28.779185431549493,77.24180561275402
REC_000772,919599996959,40557743635785,782869918937638,192.168.10.244,190.50.214.191,107.218.132.132,993,IMAPS,2025-08-04 00:36:00.963175,2025-08-04 01:13:17.963175,15716,91656,CELL_0020,919454821392,2237,28.17965621151657,77.03405202427034
REC_000773,918442313267,40548203731068,183110034493431,192.168.130.146,46.215.208.82,200.55.25.21,80,HTTP,2025-08-13 05:01:00.963175,2025-08-13 05:11:16.963175,42466,92328,CELL_0015,,616,28.73419610100476,77.4091594348418
REC_000774,917280305443,40572239127253,840540910867214,192.168.10.74,253.234.71.194,92.179.196.200,5223,WhatsApp,2025-08-19 09:23:00.963175,2025-08-19 09:47:28.963175,18156,67835,CELL_0082,919599996959,1468,28.71130873498871,76.7736933723913
REC_000775,917128609640,40585116684494,935234128810937,192.168.120.228,255.8.9.228,12.112.51.218,21,FTP,2025-08-25 02:19:00.963175,2025-08-25 03:07:21.963175,44108,184606,CELL_0076,917478483262,2901,28.562963185394842,77.6160055777746
REC_000776,918447425359,40546724852815,528509735521866,192.168.114.51,142.170.211.9,157.68.193.120,443,HTTPS/Skype,2025-08-07 10:47:00.963175,2025-08-07 11:38:09.963175,31012,199049,CELL_0057,,3069,28.161115819579706,77.3931507564442
REC_000777,918242883741,40574415469850,892847357364372,192.168.199.211,172.187.16.199,16.50.236.186,21,FTP,2025-08-21 18:09:00.963175,2025-08-21 18:35:35.963175,19474,94250,CELL_0055,919311996447,1595,28.81204143919692,76.92278238816647
REC_000778,919454821392,40554456786909,491698722968464,192.168.10.74,32.78.166.226,81.121.200.105,21,FTP,2025-08-01 13:29:00.963175,2025-08-01 14:17:47.963175,29726,192672,CELL_0043,,2927,28.63322702797523,76.93448466370046
REC_000779,919454821392,40529525159123,519786113076572,192.168.207.166,5.184.36.232,153.118.32.34,25,SMTP,2025-08-07 18:28:00.963175,2025-08-07 18:36:22.963175,21072,32832,CELL_0077,918875868182,502,28.32735355101541,77.69690987621507
REC_000780,918288764667,40584575094982,191907865165859,192.168.234.25,155.58.49.227,66.104.240.188,443,HTTPS/Skype,2025-08-06 03:35:00.963175,2025-08-06 04:29:43.963175,18216,41282,CELL_0035,,3283,28.413827552551883,77.27802747623758
REC_000781,917452190524,40597399357265,698053519712303,192.168.21.215,77.129.71.110,136.103.105.50,993,IMAPS,2025-08-19 15:45:00.963175,2025-08-19 16:07:44.963175,26597,82096,CELL_0023,919332451458,1364,28.806019831640064,77.69018077365432
REC_000782,919161399393,40593641409040,961983520210901,192.168.61.214,193.235.120.66,116.116.105.226,443,HTTPS/Skype,2025-08-04 06:33:00.963175,2025-08-04 07:32:37.963175,44123,187051,CELL_0074,,3577,28.840151964975053,77.21819407957382
REC_000783,919337353022,40566284232133,704881371903504,192.168.78.201,77.129.71.110,255.8.9.228,443,HTTPS/Skype,2025-08-25 22:35:00.963175,2025-08-25 22:47:44.963175,7475,163421,CELL_0040,,764,28.233127307619178,77.67720458808331
REC_000784,919454821392,40586572860394,488937167781446,192.168.135.67,78.107.51.107,75.164.243.44,21,FTP,2025-08-25 12:56:00.963175,2025-08-25 13:05:26.963175,25317,48963,CELL_0098,,566,28.12867556119718,77.33023067776222
REC_000785,918389720476,40597075707920,753771540901143,192.168.247.165,39.231.163.88,253.234.71.194,80,HTTP,2025-08-27 04:10:00.963175,2025-08-27 04:20:21.963175,23832,97049,CELL_0100,,621,28.559620569791623,77.3394685214593
REC_000786,917280305443,40545354695876,148251290440946,192.168.213.161,174.223.92.41,179.193.37.85,80,HTTP,2025-08-08 13:57:00.963175,2025-08-08 14:48:17.963175,21234,72981,CELL_0060,918685828255,3077,28.295958161667453,77.66933297934052
REC_000787,917019052876,40598201900871,967003650773208,192.168.235.70,57.135.155.38,39.169.32.177,25,SMTP,2025-08-03 23:23:00.963175,2025-08-04 00:17:42.963175,25519,138978,CELL_0088,,3282,28.458305602709107,77.57370357362544
REC_000788,917276152776,40529033817860,287828614627290,192.168.192.77,217.116.196.66,16.28.27.41,22,SSH,2025-07-31 22:03:00.963175,2025-07-31 22:38:35.963175,8850,168599,CELL_0038,,2135,29.0366223596159,77.12295668485758
REC_000789,917280305443,40589784320654,471082402635927,192.168.104.73,195.95.149.129,47.164.149.77,1935,Facebook,2025-08-18 01:05:00.963175,2025-08-18 01:27:22.963175,30908,138580,CELL_0047,,1342,28.82213715166945,77.04299479128228
REC_000790,918447425359,40564410158281,229553326869675,192.168.111.132,199.138.64.96,217.242.31.243,993,IMAPS,2025-08-15 19:31:00.963175,2025-08-15 20:13:15.963175,2252,162806,CELL_0065,919607827695,2535,29.073217360737093,77.17254335826864
REC_000791,918442313267,40525977148465,559506423285650,192.168.128.201,252.29.113.232,206.206.255.205,80,HTTP,2025-08-13 00:23:00.963175,2025-08-13 00:45:58.963175,37962,159430,CELL_0004,917279281688,1378,28.98052056374858,76.99727685313167
REC_000792,919821036399,40584915118969,256543031184430,192.168.225.214,233.87.111.58,90.124.50.8,5223,WhatsApp,2025-08-20 13:59:00.963175,2025-08-20 14:43:58.963175,32103,38969,CELL_0092,,2698,28.789101896683167,76.9922748950687
REC_000793,918730941466,40564596506026,568189045129957,192.168.165.225,82.77.12.111,16.28.27.41,22,SSH,2025-08-04 18:58:00.963175,2025-08-04 19:31:02.963175,9281,94814,CELL_0050,,1982,28.589200710226173,77.12196172359177
REC_000794,918080785702,40598322240849,168304847508582,192.168.209.9,127.248.210.42,202.2.196.78,80,HTTP,2025-07-30 13:45:00.963175,2025-07-30 13:47:52.963175,37993,189156,CELL_0086,,172,28.349399008079242,77.03025097046701
REC_000795,919821036399,40571910110311,608222125141119,192.168.101.26,199.138.64.96,172.187.16.199,22,SSH,2025-08-18 12:57:00.963175,2025-08-18 13:36:51.963175,25101,150992,CELL_0017,,2391,28.117162589282476,77.15436710796614
REC_000796,918764694871,40533602447296,529429026954087,192.168.101.112,100.82.134.83,254.181.5.187,22,SSH,2025-07-31 20:10:00.963175,2025-07-31 20:46:51.963175,44384,7023,CELL_0051,,2211,28.74892156306051,77.18267847668255
REC_000797,918764511339,40540234314440,685404341625213,192.168.132.128,92.179.196.200,27.177.95.50,80,HTTP,2025-08-03 14:10:00.963175,2025-08-03 14:13:55.963175,7926,15405,CELL_0098,,235,28.534968134718206,77.00999324258599
REC_000798,917418203245,40578805643343,550756295308176,192.168.125.69,227.234.65.154,79.248.221.254,25,SMTP,2025-08-15 06:31:00.963175,2025-08-15 06:44:40.963175,6863,62807,CELL_0013,,820,28.67918529898307,77.17665457170467
REC_000799,919635200219,40590410469976,355200813835965,192.168.151.61,25.55.152.184,95.146.238.5,80,HTTP,2025-08-11 19:52:00.963175,2025-08-11 20:39:28.963175,29442,13522,CELL_0048,,2848,29.0870695716178,77.0012295980589
REC_000800,919311996447,40567538738035,650577969891769,192.168.241.173,190.50.214.191,109.120.121.245,5223,WhatsApp,2025-08-25 03:10:00.963175,2025-08-25 03:20:39.963175,11839,15029,CELL_0091,,639,28.80141874197226,76.73857021791585
REC_000801,919607827695,40525580868634,651697242943850,192.168.209.9,172.187.16.199,132.231.92.171,5223,WhatsApp,2025-08-01 20:11:00.963175,2025-08-01 20:32:52.963175,26148,59576,CELL_0093,,1312,28.475788579400845,77.37154507231114
REC_000802,917478483262,40552908838261,367873659992528,192.168.16.45,61.221.116.151,181.104.100.223,5223,WhatsApp,2025-08-17 15:20:00.963175,2025-08-17 15:31:10.963175,31993,16034,CELL_0036,,670,29.0807391078412,76.82436034372888
REC_000803,919638452758,40525971078357,817456244250320,192.168.101.26,122.80.224.21,180.155.119.152,993,IMAPS,2025-08-13 06:51:00.963175,2025-08-13 07:34:40.963175,30963,8967,CELL_0046,919984161007,2620,29.112259460642342,77.21876618503318
REC_000804,918685828255,40518702110559,675037821702816,192.168.230.204,7.108.227.74,20.242.52.104,5223,WhatsApp,2025-08-08 07:54:00.963175,2025-08-08 08:52:47.963175,45014,160327,CELL_0041,917418203245,3527,28.408688338441234,77.03341865077314
REC_000805,918373757683,40587478164805,377839656978823,192.168.10.244,105.176.226.108,172.187.16.199,5223,WhatsApp,2025-08-02 15:44:00.963175,2025-08-02 16:35:30.963175,22524,40801,CELL_0038,919329185981,3090,29.01305797512591,77.43211841994604
REC_000806,919607827695,40548418333014,382378230167171,192.168.114.51,181.104.100.223,25.130.92.246,22,SSH,2025-08-08 08:36:00.963175,2025-08-08 09:34:51.963175,28338,18478,CELL_0068,,3531,28.3453581734897,77.55278051958855
REC_000807,919161399393,40583933774475,754547552280964,192.168.160.77,46.235.68.30,75.164.243.44,22,SSH,2025-08-15 20:01:00.963175,2025-08-15 20:48:55.963175,1225,117075,CELL_0002,,2875,28.29680794632164,76.9213999960795
REC_000808,919984161007,40545367664676,225859000324786,192.168.211.6,113.150.160.44,39.106.198.155,5223,WhatsApp,2025-07-30 00:32:00.963175,2025-07-30 00:41:43.963175,35193,181509,CELL_0096,,583,28.594794846066463,76.91646990914174
REC_000809,919161399393,40516461655868,143432266586172,192.168.42.233,182.229.155.160,129.125.62.169,1935,Facebook,2025-08-26 06:55:00.963175,2025-08-26 07:38:46.963175,40098,91563,CELL_0074,,2626,28.89672000337139,76.73725832618494
REC_000810,919129691272,40559528704503,989860102192951,192.168.154.63,110.194.210.192,78.107.51.107,993,IMAPS,2025-08-22 20:50:00.963175,2025-08-22 21:38:18.963175,36353,50462,CELL_0026,,2898,28.79190423347613,77.43724698413459
REC_000811,918764511339,40515403813100,689082640196925,192.168.132.128,31.106.157.162,105.176.226.108,21,FTP,2025-07-31 05:35:00.963175,2025-07-31 06:22:43.963175,26135,191671,CELL_0031,918282636116,2863,28.352981414022278,76.8942493649267
REC_000812,917636365899,40523215106281,511142603548214,192.168.89.246,209.83.99.57,244.211.10.151,1935,Facebook,2025-08-21 04:58:00.963175,2025-08-21 05:15:21.963175,15710,149359,CELL_0083,919599996959,1041,28.41920729125433,77.20522379652179
REC_000813,918288764667,40586982437807,905626230972041,192.168.77.113,180.155.119.152,254.103.63.244,21,FTP,2025-08-07 03:13:00.963175,2025-08-07 03:30:15.963175,45060,181989,CELL_0027,,1035,28.503035184406084,77.0316254047112
REC_000814,919161399393,40574571062216,166784897897704,192.168.90.44,82.234.18.226,23.62.177.130,21,FTP,2025-08-08 04:42:00.963175,2025-08-08 05:19:35.963175,35787,72615,CELL_0083,,2255,28.720819531906095,77.34266379633516
REC_000815,918282636116,40525067550773,581053752949706,192.168.207.166,196.167.80.191,220.125.133.3,21,FTP,2025-08-26 23:19:00.963175,2025-08-26 23:42:39.963175,23663,80954,CELL_0089,919645196062,1419,28.332413957394905,77.2695139014152
REC_000816,918242883741,40555927666415,634646945216461,192.168.55.223,100.82.134.83,181.221.191.133,25,SMTP,2025-08-24 10:54:00.963175,2025-08-24 11:53:22.963175,13006,170501,CELL_0001,,3562,29.054754171350513,76.88288216448075
REC_000817,918838803826,40592380340946,714719471605769,192.168.117.157,116.36.222.73,96.235.31.155,5223,WhatsApp,2025-08-02 23:47:00.963175,2025-08-03 00:03:46.963175,34590,31576,CELL_0078,919607827695,1006,28.40339836768794,76.94209598708814
REC_000818,919129691272,40554265093355,851523341523940,192.168.178.250,118.186.55.19,9.52.93.48,80,HTTP,2025-08-24 08:40:00.963175,2025-08-24 09:18:25.963175,19993,37990,CELL_0048,,2305,28.13290261731455,77.59521536101462
REC_000819,919599996959,40567877130412,249744745836151,192.168.90.44,109.37.115.14,174.223.92.41,22,SSH,2025-08-03 17:35:00.963175,2025-08-03 18:13:36.963175,41136,86607,CELL_0009,918080785702,2316,28.45569136903747,77.67226832801185
REC_000820,918282636116,40582823372138,163994233880955,192.168.198.161,254.103.63.244,153.243.46.98,443,HTTPS/Skype,2025-07-30 09:55:00.963175,2025-07-30 10:52:46.963175,21043,148819,CELL_0072,,3466,28.689753213156354,76.73528940161033
REC_000821,918288764667,40583758570431,878075906319271,192.168.235.70,136.185.175.147,31.106.157.162,21,FTP,2025-08-16 08:06:00.963175,2025-08-16 08:21:45.963175,38499,147291,CELL_0011,,945,28.948154301155146,76.88260773847462
REC_000822,918447425359,40514774464881,355305285553146,192.168.192.77,95.84.175.219,138.166.106.132,21,FTP,2025-08-06 06:54:00.963175,2025-08-06 07:03:36.963175,1667,91011,CELL_0065,,576,28.259526269853676,77.47142561910427
REC_000823,918563524436,40518802799825,774678542052329,192.168.97.123,136.103.105.50,127.248.210.42,21,FTP,2025-08-24 17:44:00.963175,2025-08-24 17:50:46.963175,13562,89275,CELL_0054,918242883741,406,28.51831450372316,77.69083307237798
REC_000824,917276152776,40588977933867,471364218537421,192.168.86.237,43.168.15.245,9.52.93.48,22,SSH,2025-08-12 07:10:00.963175,2025-08-12 07:56:04.963175,3252,169750,CELL_0042,,2764,28.141857365804047,76.95359510155261
REC_000825,917452190524,40592180220630,270850665080092,192.168.154.63,91.72.197.218,253.234.71.194,25,SMTP,2025-08-26 18:34:00.963175,2025-08-26 19:14:32.963175,3895,125249,CELL_0027,,2432,28.534396599268586,77.6693863264453
REC_000826,919984161007,40595996431131,187897173493008,192.168.181.26,85.181.210.178,153.190.240.86,1935,Facebook,2025-08-05 13:27:00.963175,2025-08-05 13:40:06.963175,8147,100547,CELL_0060,918030682561,786,29.10155827458504,77.01529227196579
REC_000827,918282636116,40510149821025,987231013335182,192.168.77.224,25.55.152.184,225.161.62.43,5223,WhatsApp,2025-08-06 09:04:00.963175,2025-08-06 09:37:59.963175,47374,102348,CELL_0076,,2039,28.446923786670467,77.07743061674668
REC_000828,918080785702,40522547593652,495629546937967,192.168.135.67,183.239.138.230,107.133.156.142,993,IMAPS,2025-07-29 00:57:00.963175,2025-07-29 01:38:20.963175,15008,165509,CELL_0056,918030682561,2480,28.756117354568996,77.08859986558147
REC_000829,919129691272,40525791632552,393566312708878,192.168.235.70,91.152.44.63,81.121.200.105,443,HTTPS/Skype,2025-08-02 19:19:00.963175,2025-08-02 19:28:39.963175,36987,139902,CELL_0053,918242883741,579,28.61394724084925,77.12882128424586
REC_000830,917161136344,40532129033058,472850390092604,192.168.190.35,235.142.16.111,182.185.253.93,80,HTTP,2025-08-11 02:30:00.963175,2025-08-11 02:48:09.963175,36444,136996,CELL_0039,,1089,28.196045406879666,76.84442060273174
REC_000831,919161399393,40545145348869,495579793753256,192.168.74.134,255.8.9.228,43.168.15.245,22,SSH,2025-08-11 15:01:00.963175,2025-08-11 15:47:26.963175,9091,174338,CELL_0095,,2786,28.18210837841506,77.51575450270414
REC_000832,919984161007,40533810700061,664816956709766,192.168.211.6,19.25.109.235,254.181.5.187,21,FTP,2025-07-31 11:17:00.963175,2025-07-31 12:07:03.963175,4444,171029,CELL_0035,,3003,28.848719334004258,77.51250939788767
REC_000833,917279281688,40590771390890,372659348184969,192.168.153.142,183.229.76.173,155.219.181.193,1935,Facebook,2025-07-31 05:07:00.963175,2025-07-31 06:04:48.963175,29833,65676,CELL_0068,,3468,28.379461511995714,77.20756314939739
REC_000834,919332451458,40551124261147,111679647788356,192.168.34.106,200.55.25.21,202.88.134.120,21,FTP,2025-08-21 15:39:00.963175,2025-08-21 16:31:03.963175,34471,119742,CELL_0087,919746498770,3123,28.13122693077057,76.9286894750529
REC_000835,919337353022,40571873827584,974149075803913,192.168.199.211,217.23.220.89,75.213.29.199,1935,Facebook,2025-08-03 04:25:00.963175,2025-08-03 04:53:09.963175,38954,14264,CELL_0004,918618784046,1689,28.61587917477392,77.2364370665705
REC_000836,919129691272,40564587807422,178676307279877,192.168.52.238,255.8.9.228,109.120.121.245,443,HTTPS/Skype,2025-08-24 22:41:00.963175,2025-08-24 23:05:50.963175,47649,99509,CELL_0006,,1490,28.5443627751237,77.3495292264221
REC_000837,919607827695,40581823852927,244310745634514,192.168.151.61,182.185.253.93,43.168.15.245,80,HTTP,2025-08-17 17:47:00.963175,2025-08-17 18:02:15.963175,47246,22420,CELL_0078,,915,28.224303110521202,77.07467991359358
REC_000838,918080785702,40531278955145,706784448585750,192.168.143.117,113.150.160.44,19.53.171.190,25,SMTP,2025-08-04 03:17:00.963175,2025-08-04 03:49:36.963175,26083,120402,CELL_0019,918282636116,1956,29.072526127555307,76.81416373132133
REC_000839,919638452758,40527940145229,234588220391551,192.168.112.205,90.124.50.8,17.78.171.119,1935,Facebook,2025-08-07 22:25:00.963175,2025-08-07 22:26:12.963175,43453,136960,CELL_0059,,72,28.50977005973822,77.29977766251592
REC_000840,918447425359,40593171479936,919780845100238,192.168.80.121,82.6.24.42,14.122.49.171,993,IMAPS,2025-08-23 01:02:00.963175,2025-08-23 01:46:50.963175,34558,5618,CELL_0044,,2690,28.827519652671754,76.80433320452482
REC_000841,917279281688,40515106040415,883375331501802,192.168.74.134,66.104.240.188,157.68.193.120,21,FTP,2025-08-11 10:11:00.963175,2025-08-11 10:23:22.963175,22650,137558,CELL_0088,,742,28.341099186954438,77.02332824161479
REC_000842,919638452758,40564888820680,330036211457801,192.168.101.138,217.23.220.89,93.210.6.42,993,IMAPS,2025-08-26 06:44:00.963175,2025-08-26 06:50:52.963175,41498,164194,CELL_0005,,412,28.932254061039902,77.54302803652233
REC_000843,919129691272,40585652168318,211596519296568,192.168.167.19,157.68.193.120,151.237.207.143,21,FTP,2025-08-09 16:14:00.963175,2025-08-09 16:21:46.963175,24618,32520,CELL_0002,,466,28.648954896961516,77.46441853579671
REC_000844,919337353022,40570003011944,725580121692297,192.168.196.242,254.103.63.244,84.209.234.245,5223,WhatsApp,2025-07-31 02:20:00.963175,2025-07-31 02:34:55.963175,29912,61903,CELL_0025,,895,28.767640048857185,77.58753062912332
REC_000845,918373757683,40590347423398,213999944898003,192.168.230.204,184.2.118.164,19.53.171.190,443,HTTPS/Skype,2025-08-01 18:33:00.963175,2025-08-01 19:24:04.963175,46684,111168,CELL_0082,,3064,29.076920328357897,77.64436070023464
REC_000846,919713217252,40585949184369,374735333350896,192.168.96.49,68.220.231.114,209.83.99.57,22,SSH,2025-08-24 09:54:00.963175,2025-08-24 10:40:57.963175,6299,170957,CELL_0019,,2817,28.506466986994074,77.0703281058514
REC_000847,917161136344,40565113973422,217628030993653,192.168.112.205,95.84.175.219,157.68.193.120,80,HTTP,2025-08-06 21:01:00.963175,2025-08-06 21:15:01.963175,5515,24804,CELL_0028,918685828255,841,28.913224766726895,76.78852675630974
REC_000848,919607827695,40596156240330,794012690072353,192.168.77.123,195.231.29.115,199.211.26.132,22,SSH,2025-08-25 14:44:00.963175,2025-08-25 15:28:48.963175,17501,68726,CELL_0072,917636365899,2688,28.139543352221455,77.04571139961784
REC_000849,918618784046,40576103707110,375639240997189,192.168.16.45,105.176.226.108,240.11.209.137,21,FTP,2025-08-12 05:16:00.963175,2025-08-12 06:14:12.963175,22794,39600,CELL_0030,,3492,28.22804770420175,77.54689593772704
REC_000850,919607827695,40516061012580,212979802809261,192.168.225.206,255.103.46.234,196.38.214.221,22,SSH,2025-08-11 22:41:00.963175,2025-08-11 22:57:26.963175,42423,92794,CELL_0038,,986,28.935631401084965,76.91329487935087
